0,1,2,3,4
23.13,1.79,-99.0,4.67,29.59
25.94,1.78,-99.0,4.74,32.46
24.77,1.75,-99.0,4.39,30.91
23.98,1.74,-99.0,4.14,29.86
21.13,1.69,-99.0,3.96,26.78
18.77,1.62,-99.0,3.88,24.27
13.43,1.5899999999999999,-99.0,3.8200000000000003,18.84
14.42,1.5899999999999999,-99.0,3.7199999999999998,19.73
19.14,1.62,-99.0,3.66,24.42
21.12,1.6099999999999999,-99.0,3.69,26.42
20.08,1.58,-99.0,3.34,25.0
18.63,1.57,-99.0,3.25,23.45
16.22,1.55,-99.0,3.12,20.89
11.47,1.53,-99.0,3.03,16.03
9.97,1.5,-99.0,2.95,14.42
9.62,1.5,-99.0,2.86,13.98
13.84,1.48,-99.0,2.77,18.09
15.09,1.45,-99.0,2.69,19.23
12.23,1.44,-99.0,2.6,16.27
14.38,1.5,-99.0,2.5300000000000002,18.41
12.02,1.51,-99.0,2.25,15.78
9.49,1.5,-99.0,2.45,13.44
12.07,1.47,-99.0,2.36,15.9
14.62,1.47,-99.0,2.14,18.23
14.08,1.4100000000000001,-99.0,1.99,17.48
13.88,1.38,-99.0,2.0,17.26
14.31,1.37,-99.0,2.45,18.13
14.11,1.37,-99.0,2.29,17.77
13.06,1.3599999999999999,-99.0,2.1,16.52
12.61,1.3599999999999999,-99.0,2.1,16.07
12.22,1.38,-99.0,2.16,15.76
11.36,1.4100000000000001,-99.0,1.98,14.75
10.13,1.4100000000000001,-99.0,1.76,13.3
10.96,1.4100000000000001,-99.0,1.54,13.91
11.24,1.38,-99.0,1.43,14.05
10.87,1.38,-99.0,1.4100000000000001,13.66
10.72,1.3599999999999999,-99.0,1.47,13.55
10.26,1.32,-99.0,1.7000000000000002,13.28
10.45,1.3,-99.0,1.55,13.3
10.35,1.3,-99.0,1.35,13.0
9.48,1.29,-99.0,1.77,12.54
10.13,1.4,-99.0,1.96,13.49
12.33,1.67,-99.0,2.45,16.45
17.55,1.75,-99.0,2.63,21.93
26.51,2.09,-99.0,3.86,32.46
33.81,2.09,-99.0,5.02,40.92
35.53,1.87,-99.0,4.5,41.9
33.74,1.74,-99.0,4.06,39.54
32.68,1.62,-99.0,3.73,38.03
32.1,1.6,-99.0,3.71,37.41
30.76,1.5899999999999999,-99.0,3.59,35.94
29.41,1.5899999999999999,-99.0,3.52,34.52
29.74,1.63,-99.0,3.75,35.12
38.42,2.66,-99.0,5.64,46.72
65.74,4.6,-99.0,9.69,80.03
94.08,5.26,-99.0,11.79,111.13
87.11,3.64,-99.0,10.37,101.12
69.73,3.01,-99.0,8.92,81.66
72.95,2.63,-99.0,9.32,84.9
59.94,2.25,-99.0,7.59,69.78
48.06,2.17,-99.0,6.54,56.77
62.95,2.18,-99.0,9.21,74.34
98.63,3.05,-99.0,12.92,114.6
109.81,3.42,-99.0,13.28,126.51
82.23,2.93,-99.0,10.68,95.84
69.97,2.66,-99.0,9.66,82.29
63.82,2.62,-99.0,9.14,75.58
69.8,3.1,-99.0,9.88,82.78
92.71,3.65,-99.0,11.34,107.7
83.41,3.38,-99.0,10.18,96.97
72.32,3.23,-99.0,9.32,84.87
65.6,2.91,-99.0,8.59,77.1
59.97,2.56,-99.0,7.82,70.35
52.89,2.39,-99.0,7.02,62.3
55.39,2.58,-99.0,7.41,65.38
60.77,2.87,-99.0,8.1,71.74
69.8,3.47,-99.0,9.71,82.98
98.18,4.84,-99.0,13.93,116.95
134.48,6.06,-99.0,18.42,158.96
142.07,6.62,-99.0,21.1,169.79
190.35,9.42,-99.0,32.85,232.62
221.08,10.11,-99.0,37.64,268.83
234.75,12.81,-99.0,43.29,290.85
314.56,16.43,-99.0,56.16,387.15
297.69,15.33,-99.0,59.11,372.13
197.19,10.7,-99.0,45.39,253.28
141.3,8.54,-99.0,39.42,189.26
128.1,8.18,-99.0,37.18,173.46
123.62,8.01,-99.0,37.77,169.4
127.62,8.25,-99.0,39.36,175.23
132.93,8.62,-99.0,42.79,184.34
139.05,8.94,-99.0,44.38,192.37
137.79,9.03,-99.0,44.37,191.19
136.23,8.51,-99.0,42.96,187.7
119.31,7.92,-99.0,39.71,166.94
126.1,7.8,-99.0,39.65,173.55
110.85,7.06,-99.0,36.88,154.79
90.45,6.17,-99.0,31.67,128.29
85.24,5.78,-99.0,29.02,120.04
86.81,5.8100000000000005,-99.0,28.96,121.58
93.11,7.01,-99.0,30.74,130.86
149.08,16.93,65.78,64.57,296.36
218.79,23.2,82.34,101.77,426.1
285.51,26.77,87.85,128.96,529.09
358.15,28.58,74.17,140.68,601.58
276.89,25.42,59.9,131.39,493.6
224.67,28.12,62.6,129.84,445.23
305.9,29.4,69.9,139.08,544.28
197.6,20.43,43.58,109.77,371.38
162.51,20.31,41.36,97.08,321.26
176.86,18.74,42.48,93.8,331.88
133.09,14.36,31.12,72.35,250.92
112.67,12.41,27.13,57.22,209.43
101.04,12.39,25.61,52.46,191.5
102.43,14.91,28.5,59.18,205.02
150.14,23.08,39.24,87.51,299.97
217.51,26.92,48.08,113.7,406.21
164.84,17.73,32.78,87.75,303.1
114.83,12.97,23.97,59.58,211.35
93.18,11.68,20.73,49.8,175.39
100.64,20.75,32.0,75.92,229.31
193.49,24.46,39.97,106.26,364.18
142.07,17.55,25.84,82.53,267.99
129.26,23.2,31.36,99.65,283.47
235.39,29.92,46.5,129.0,440.81
220.44,29.65,43.69,117.48,411.26
264.09,32.67,53.92,129.62,480.3
272.47,39.64,53.74,130.2,496.05
300.34,34.76,60.58,132.63,528.31
249.18,25.88,40.48,113.14,428.68
142.21,20.5,26.3,81.87,270.88
159.15,28.94,35.67,97.65,321.41
196.84,29.97,40.59,103.67,371.07
283.21,32.12,79.39,96.78,491.5
170.92,25.56,37.35,76.04,309.87
163.6,23.43,33.78,74.03,294.84
127.61,16.63,23.79,57.05,225.08
121.51,15.26,21.21,51.48,209.46
98.23,15.57,19.49,44.63,177.92
169.84,22.46,31.74,72.94,296.98
156.77,16.98,27.69,51.85,253.29
91.04,14.21,17.58,38.45,161.28
91.7,15.83,18.3,39.47,165.3
79.55,14.15,17.53,47.52,158.75
105.09,14.79,18.75,47.86,186.49
97.57,16.32,21.08,43.29,178.26
97.41,15.18,19.58,40.17,172.34
80.46,11.65,14.75,31.95,138.81
59.14,9.25,12.62,24.76,105.77
47.07,7.98,17.51,21.09,93.65
47.27,7.45,15.26,19.8,89.78
37.71,7.04,9.86,17.75,72.36
32.53,6.4,8.2,15.75,62.88
28.8,5.95,7.5,13.75,56.0
28.9,6.16,8.44,14.72,58.22
29.95,4.37,6.37,11.75,52.44
22.87,3.93,5.21,9.16,41.17
22.67,4.15,7.0,8.84,42.66
22.63,4.06,6.01,9.66,42.36
22.15,3.84,5.04,8.63,39.66
19.84,4.12,5.17,8.09,37.22
15.2,6.74,5.28,10.94,38.16
78.78,14.04,19.7,46.62,159.14
76.42,10.53,17.51,35.27,139.73
60.22,9.05,12.33,24.96,106.56
40.77,7.7,10.78,17.59,76.84
33.05,6.12,10.33,13.41,62.91
23.69,6.99,10.47,12.98,54.13
31.14,8.1,12.27,15.53,67.04
33.41,6.52,10.69,12.9,63.52
28.2,4.98,7.38,9.97,50.53
23.08,4.15,5.83,8.04,41.1
18.63,3.75,4.96,6.73,34.07
12.05,4.01,4.8,12.64,33.5
20.54,3.38,4.29,9.05,37.26
15.51,3.33,3.7,7.03,29.57
17.08,6.0,9.55,9.84,42.47
39.91,5.99,11.51,15.99,73.4
7.91,9.99,18.65,28.15,64.7
156.92,23.6,64.61,74.41,319.54
230.11,22.95,88.35,54.25,395.66
81.6,10.79,23.32,30.09,145.8
60.04,15.61,20.17,32.86,128.68
199.3,27.55,51.75,56.86,335.46
120.84,15.24,25.92,37.13,199.13
79.08,10.24,16.63,28.08,134.03
52.96,7.97,12.45,19.6,92.98
36.12,6.94,9.43,15.07,67.56
31.44,6.75,8.91,14.21,61.31
51.13,6.7,10.6,19.48,87.91
42.35,6.13,9.24,15.0,72.72
32.61,4.78,7.33,11.62,56.34
26.56,4.59,6.52,9.4,47.07
29.99,4.25,7.82,8.9,50.96
23.21,3.9,5.53,7.34,39.98
79.63,16.9,15.21,54.66,166.4
178.95,11.37,22.89,54.74,267.95
59.86,7.13,9.83,24.03,100.85
39.08,7.34,13.14,26.09,85.65
39.18,5.7,9.8,18.22,72.9
29.12,4.43,6.89,13.23,53.67
23.89,4.33,6.05,14.72,48.99
